year,risk,cause,country_code,country_label,area_code,area_label,select,hdi,cause_num,rank
2018,3.385161,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2019,12.92401,"allncd",826,"UK",15,"Northern Europe",1,2,0,18
2019,6.082832,"cancer",826,"UK",15,"Northern Europe",1,2,1,18
2019,3.312771,"cvd",826,"UK",15,"Northern Europe",1,2,2,18
2000,20.87292,"allncd",840,"USA",9,"Northern America",1,2,0,19
2000,8.681966,"cancer",840,"USA",9,"Northern America",1,2,1,19
2000,7.855187,"cvd",840,"USA",9,"Northern America",1,2,2,19
2001,20.51778,"allncd",840,"USA",9,"Northern America",1,2,0,19
2001,8.503692,"cancer",840,"USA",9,"Northern America",1,2,1,19
2001,7.538471,"cvd",840,"USA",9,"Northern America",1,2,2,19
2002,20.27193,"allncd",840,"USA",9,"Northern America",1,2,0,19
2002,8.365274,"cancer",840,"USA",9,"Northern America",1,2,1,19
2002,7.409881,"cvd",840,"USA",9,"Northern America",1,2,2,19
2003,20.05404,"allncd",840,"USA",9,"Northern America",1,2,0,19
2003,8.204094,"cancer",840,"USA",9,"Northern America",1,2,1,19
2003,7.194606,"cvd",840,"USA",9,"Northern America",1,2,2,19
2004,19.41329,"allncd",840,"USA",9,"Northern America",1,2,0,19
2004,8.001521,"cancer",840,"USA",9,"Northern America",1,2,1,19
2004,6.812114,"cvd",840,"USA",9,"Northern America",1,2,2,19
2005,19.21128,"allncd",840,"USA",9,"Northern America",1,2,0,19
2005,7.831007,"cancer",840,"USA",9,"Northern America",1,2,1,19
2005,6.636497,"cvd",840,"USA",9,"Northern America",1,2,2,19
2006,18.85032,"allncd",840,"USA",9,"Northern America",1,2,0,19
2006,7.68879,"cancer",840,"USA",9,"Northern America",1,2,1,19
2006,6.405772,"cvd",840,"USA",9,"Northern America",1,2,2,19
2007,18.5504,"allncd",840,"USA",9,"Northern America",1,2,0,19
2007,7.581858,"cancer",840,"USA",9,"Northern America",1,2,1,19
2007,6.184012,"cvd",840,"USA",9,"Northern America",1,2,2,19
2008,18.50913,"allncd",840,"USA",9,"Northern America",1,2,0,19
2008,7.483044,"cancer",840,"USA",9,"Northern America",1,2,1,19
2008,6.085413,"cvd",840,"USA",9,"Northern America",1,2,2,19
2009,18.20954,"allncd",840,"USA",9,"Northern America",1,2,0,19
2009,7.357409,"cancer",840,"USA",9,"Northern America",1,2,1,19
2009,5.890587,"cvd",840,"USA",9,"Northern America",1,2,2,19
2010,17.90567,"allncd",840,"USA",9,"Northern America",1,2,0,19
2010,7.216019,"cancer",840,"USA",9,"Northern America",1,2,1,19
2010,5.708252,"cvd",840,"USA",9,"Northern America",1,2,2,19
2011,17.78224,"allncd",840,"USA",9,"Northern America",1,2,0,19
2011,7.060298,"cancer",840,"USA",9,"Northern America",1,2,1,19
2011,5.611738,"cvd",840,"USA",9,"Northern America",1,2,2,19
2012,17.73651,"allncd",840,"USA",9,"Northern America",1,2,0,19
2012,6.990353,"cancer",840,"USA",9,"Northern America",1,2,1,19
2012,5.563159,"cvd",840,"USA",9,"Northern America",1,2,2,19
2013,17.67706,"allncd",840,"USA",9,"Northern America",1,2,0,19
2013,6.808541,"cancer",840,"USA",9,"Northern America",1,2,1,19
2013,5.533934,"cvd",840,"USA",9,"Northern America",1,2,2,19
2014,17.68393,"allncd",840,"USA",9,"Northern America",1,2,0,19
2014,6.711586,"cancer",840,"USA",9,"Northern America",1,2,1,19
2014,5.503535,"cvd",840,"USA",9,"Northern America",1,2,2,19
2015,17.88493,"allncd",840,"USA",9,"Northern America",1,2,0,19
2015,6.628154,"cancer",840,"USA",9,"Northern America",1,2,1,19
2015,5.526394,"cvd",840,"USA",9,"Northern America",1,2,2,19
2016,18.10262,"allncd",840,"USA",9,"Northern America",1,2,0,19
2016,6.551165,"cancer",840,"USA",9,"Northern America",1,2,1,19
2016,5.671412,"cvd",840,"USA",9,"Northern America",1,2,2,19
2017,18.0189,"allncd",840,"USA",9,"Northern America",1,2,0,19
2017,6.34685,"cancer",840,"USA",9,"Northern America",1,2,1,19
2017,5.636588,"cvd",840,"USA",9,"Northern America",1,2,2,19
2018,18.03027,"allncd",840,"USA",9,"Northern America",1,2,0,19
2018,6.236293,"cancer",840,"USA",9,"Northern America",1,2,1,19
2018,5.590213,"cvd",840,"USA",9,"Northern America",1,2,2,19
2019,18.0888,"allncd",840,"USA",9,"Northern America",1,2,0,19
2019,6.114628,"cancer",840,"USA",9,"Northern America",1,2,1,19
2019,5.603157,"cvd",840,"USA",9,"Northern America",1,2,2,19
2000,38.72433,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2000,6.790661,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2000,25.84193,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2001,37.88184,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2001,6.530277,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2001,25.37203,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2002,39.00362,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2002,6.602436,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2002,26.46097,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2003,38.42953,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2003,6.3718,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2003,26.19659,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2004,37.70721,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2004,6.089025,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2004,25.7636,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2005,39.42765,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2005,6.310659,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2005,27.16174,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2006,37.03236,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2006,5.946413,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2006,25.37813,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2007,35.94798,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2007,5.79606,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2007,24.57179,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2008,34.77063,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2008,5.631911,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2008,23.67016,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2009,32.96932,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2009,5.32508,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2009,22.29528,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2010,32.64019,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2010,5.360158,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2010,22.07119,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2011,32.25082,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2011,5.388372,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2011,21.75386,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2012,31.85695,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2012,5.368245,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2012,21.46439,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2013,31.32226,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2013,5.342877,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2013,21.06498,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2014,32.00465,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2014,5.533326,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2014,21.52902,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2015,30.31371,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2015,5.332459,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2015,20.11841,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2016,30.16504,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2016,5.407865,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2016,19.87629,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2017,29.76111,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2017,5.298069,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2017,19.57664,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2018,29.21606,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2018,5.183947,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2018,19.15287,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
2019,28.53666,"allncd",860,"Uzbekistan",12,"Southern Asia",1,2,0,10
2019,5.074772,"cancer",860,"Uzbekistan",12,"Southern Asia",1,2,1,10
2019,18.62653,"cvd",860,"Uzbekistan",12,"Southern Asia",1,2,2,10
